URL,Title,Published,Author,Abstract,Atom Category,Filtered Category,Search Term
http://arxiv.org/abs/2012.06119v1,"Solving Inequality-Constrained Binary Optimization Problems on Quantum
  Annealer",2020-12-11,Masayuki Ohzeki,"We propose a new method for solving binary optimization problems under
inequality constraints using a quantum annealer. To deal with inequality
constraints, we often use slack variables, as in previous approaches. When we
use slack variables, we usually conduct a binary expansion, which requires
numerous physical qubits. Therefore, the problem of the current quantum
annealer is limited to a small scale. In this study, we employ the alternating
direction method of multipliers. This approach allows us to deal with various
types using constraints in the current quantum annealer without slack
variables. To test the performance of our algorithm, we use quadratic knapsack
problems (QKPs). We compared the accuracy obtained by our method with a
simulated annealer and the optimization and sampling mode of a D-Wave machine.
As a result of our experiments, we found that the sampling mode shows the best
accuracy. We also found that the computational time of our method is faster
than that of the exact solver when we tackle various QKPs defined on dense
graphs.",quant-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2012.05478v1,"Dissipation-induced symmetry breaking: Emphanitic transitions in lead-
  and tin-containing chalcogenides and halide perovskites",2020-12-10,Bhavtosh Bansal,"Lead and tin-based chalcogenide semiconductors like PbTe or SnSe have long
been known to exhibit an unusually low thermal conductivity that makes them
very attractive thermoelectric materials. An apparently unrelated fact is that
the excitonic bandgap in these materials increases with temperature, whereas
for most semiconductors one observes the opposite trend. These two anomalous
features are also seen in a very different class of photovoltaic materials,
namely the halide-perovskites such as CsPbBr3. It has been previously proposed
that emphanisis, a local symmetry-breaking phenomenon, is the one common origin
of these unusual features. Discovered a decade ago, emphanisis is the name
given to the observed displacement of the lead or the tin ions from their cubic
symmetry ground state to a locally distorted phase at high temperature. This
phenomenon has been puzzling because it is unusual for the high-temperature
state to be of a lower symmetry than the degenerate ground state. Motivated by
the celebrated vibration-inversion resonance of the ammonia molecule, we
propose a quantum tunneling-based model for emphanisis where decoherence is
responsible for the local symmetry breaking with increasing temperature. From
the analytic expression of the temperature dependence of the tunnel splitting
(which serves as an order parameter), we provide three-parameter fitting
formulae which capture the observed temperature dependence of the ionic
displacements as well as the anomalous increase of the excitonic bandgap in all
the relevant materials.",cond-mat.mtrl-sci,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2012.03884v2,Correlations of quantum curvature and variance of Chern numbers,2020-12-07,Michael Wilkinson,"We analyse the correlation function of the quantum curvature in complex
quantum systems, using a random matrix model to provide an exemplar of a
universal correlation function. We show that the correlation function diverges
as the inverse of the distance at small separations. We also define and analyse
a correlation function of mixed states, showing that it is finite but singular
at small separations. A scaling hypothesis on a universal form for both types
of correlations is supported by Monte-Carlo simulations. We relate the
correlation function of the curvature to the variance of Chern integers which
can describe quantised Hall conductance.",cond-mat.dis-nn,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2012.01680v1,"Thermoelectric effects in selfsimilar multibarrier structure based on
  monolayer graphene",2020-12-03,L. M. Gaggero Sager,"Thermoelectric effects have attracted wide attention in recent years from
physicists and engineers. In this work, we explore the selfsimilar patterns in
the thermoelectric effects of monolayer graphene based structures, by using the
quantum relativistic Dirac equation. The transfer matrix method has been used
to calculate the transmission coefficient. The Landauer Buttiker formalism and
the Cutler Mott formula were used to calculate the conductance, the Seebeck
coefficient, and the power factor. We find selfsimilar behavior and the scale
factors between generations in the transport and thermoelectric properties.
Furthermore, we implement these scale invariances as general scaling rules. We
present a new analytical demonstration of selfsimilarity in the Seebeck
coefficient. These findings can open outstanding perspectives for
experimentalists to develop thermoelectric devices.",cond-mat.mtrl-sci,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2012.00921v2,Accurately computing electronic properties of a quantum ring,2020-12-02,V. Smelyanskiy,"A promising approach to study condensed-matter systems is to simulate them on
an engineered quantum platform. However, achieving the accuracy needed to
outperform classical methods has been an outstanding challenge. Here, using
eighteen superconducting qubits, we provide an experimental blueprint for an
accurate condensed-matter simulator and demonstrate how to probe fundamental
electronic properties. We benchmark the underlying method by reconstructing the
single-particle band-structure of a one-dimensional wire. We demonstrate nearly
complete mitigation of decoherence and readout errors and arrive at an accuracy
in measuring energy eigenvalues of this wire with an error of ~0.01 rad,
whereas typical energy scales are of order 1 rad. Insight into this
unprecedented algorithm fidelity is gained by highlighting robust properties of
a Fourier transform, including the ability to resolve eigenenergies with a
statistical uncertainty of 1e-4 rad. Furthermore, we synthesize magnetic flux
and disordered local potentials, two key tenets of a condensed-matter system.
When sweeping the magnetic flux, we observe avoided level crossings in the
spectrum, a detailed fingerprint of the spatial distribution of local disorder.
Combining these methods, we reconstruct electronic properties of the
eigenstates where we observe persistent currents and a strong suppression of
conductance with added disorder. Our work describes an accurate method for
quantum simulation and paves the way to study novel quantum materials with
superconducting qubits.",quant-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2012.00256v2,A Hybrid System for Learning Classical Data in Quantum States,2020-12-01,Bo Fang,"Deep neural network powered artificial intelligence has rapidly changed our
daily life with various applications. However, as one of the essential steps of
deep neural networks, training a heavily weighted network requires a tremendous
amount of computing resources. Especially in the post-Moore's Law era, the
limit of semiconductor fabrication technology has restricted the development of
learning algorithms to cope with the increasing high-intensity training data.
Meanwhile, quantum computing has demonstrated its significant potential in
terms of speeding up the traditionally compute-intensive workloads. For
example, Google illustrated quantum supremacy by completing a sampling
calculation task in 200 seconds, which is otherwise impracticable on the
world's largest supercomputers. To this end, quantum-based learning has become
an area of interest, with the potential of a quantum speedup. In this paper, we
propose GenQu, a hybrid and general-purpose quantum framework for learning
classical data through quantum states. We evaluate GenQu with real datasets and
conduct experiments on both simulations and real quantum computer IBM-Q. Our
evaluation demonstrates that, compared with classical solutions, the proposed
models running on GenQu framework achieve similar accuracy with a much smaller
number of qubits, while significantly reducing the parameter size by up to
95.86% and converging speedup by 33.33% faster.",quant-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2011.13907v1,Roadmap for gallium arsenide spin qubits,2020-11-27,Hendrik Bluhm,"Gate-defined quantum dots in gallium arsenide (GaAs) have been used
extensively for pioneering spin qubit devices due to the relative simplicity of
fabrication and favourable electronic properties such as a single conduction
band valley, a small effective mass, and stable dopants. GaAs spin qubits are
readily produced in many labs and are currently studied for various
applications, including entanglement, quantum non-demolition measurements,
automatic tuning, multi-dot arrays, coherent exchange coupling, and
teleportation. Even while much attention is shifting to other materials, GaAs
devices will likely remain a workhorse for proof-of-concept quantum information
processing and solid-state experiments.",cond-mat.mes-hall,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2011.09296v1,Tackling Loopholes in Experimental Tests of Bell's Inequality,2020-11-18,David I. Kaiser,"Bell's inequality sets a strict threshold for how strongly correlated the
outcomes of measurements on two or more particles can be, if the outcomes of
each measurement are independent of actions undertaken at arbitrarily distant
locations. Quantum mechanics, on the other hand, predicts that measurements on
particles in entangled states can be more strongly correlated than Bell's
inequality would allow. Whereas experimental tests conducted over the past
half-century have consistently measured violations of Bell's
inequality---consistent with the predictions of quantum mechanics---the
experiments have been subject to one or more ""loopholes,"" by means of which
certain alternatives to quantum theory could remain consistent with the
experimental results. This chapter reviews three of the most significant
loopholes, often dubbed the ""locality,"" ""fair-sampling,"" and
""freedom-of-choice"" loopholes, and describes how recent experiments have
addressed them.",quant-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2011.08617v1,Generating multi-hops entangled network via spin Dipolar interaction,2020-11-17,N. Metwally,"The possibility of generating a multi-hops network between different
entangled nodes (qubits) via spin Dipolar interaction is examined. The
negativity, tangle and the non-local coherent advantage are used as quantifiers
of the generated quantum correlations. The phenomena of the sudden death/birth
is displayed for the entangled two nodes, while the sudden changes phenomena
(increasing/ decreasing) is depicted for all entangled three nodes. The amount
of correlations between the different nodes depend on the initial network
settings, where the largest amount is predicted if the network is initially
conducted via maximum entangled nodes. The generated quantum correlations
between each three nodes are more robust than those generated between two
nodes. For the generated entangled two nodes, the direction of the interaction
and its strength have a remarkable effect on the correlation behavior, while
they has a slightly effect on the correlation of the three nodes.",quant-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2011.08537v1,"Finding the nitrogen-vacancy singlet manifold energy level using charge
  conversion pulse sequences",2020-11-17,Nir Bar-Gill,"The vast research conducted on Nitrogen-Vacancy (NV) centers in diamond in
recent years opened the door for a wide range of NV based applications.
However, some properties of the NV center dynamics and energy levels remain
unknown. In this work, we propose a charge conversion pulsed sequence scheme
for locating the NV center singlet manifold energy level, by multi-color
excitation using a tunable laser. We present two approaches for readout -
photo-induced current and NV$^0$ population - and discuss their efficiency for
different regimes in the relevant spectrum.",quant-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2011.08228v1,"Experimental characterization of quantum processes: a selective and
  efficient method in arbitrary finite dimension",2020-11-16,Claudio Iemmi,"The temporal evolution of a quantum system can be characterized by quantum
process tomography, a complex task that consumes a number of physical resources
scaling exponentially with the number of subsystems. An alternative approach to
the full reconstruction of a quantum channel allows selecting which coefficient
from its matrix description to measure, and how accurately, reducing the amount
of resources to be polynomial. The possibility of implementing this method is
closely related to the possibility of building a complete set of mutually
unbiased bases (MUBs) whose existence is known only when the dimension of the
Hilbert space is the power of a prime number. However, an extension of the
method that uses tensor products of maximal sets of MUBs, has been introduced
recently. Here we explicitly describe how to implement this algorithm to
selectively and efficiently estimate any parameter characterizing a quantum
process in a non-prime power dimension, and we conducted for the first time an
experimental verification of the method in a Hilbert space of dimension $d=6$.
That is the small space for which there is no known a complete set of MUBs but
it can be decomposed as a tensor product of two other Hilbert spaces of
dimensions $D_1=2$ and $D_2=3$, for which a complete set of MUBs is known. The
$6$-dimensional states were codified in the discretized transverse momentum of
the photon wavefront. The state preparation and detection stages are
dynamically programmed with the use of only-phase spatial light modulators, in
a versatile experimental setup that allows to implement the algorithm in any
finite dimension.",quant-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2011.07288v1,Random Stimuli Generation for the Verification of Quantum Circuits,2020-11-14,Robert Wille,"Verification of quantum circuits is essential for guaranteeing correctness of
quantum algorithms and/or quantum descriptions across various levels of
abstraction. In this work, we show that there are promising ways to check the
correctness of quantum circuits using simulative verification and random
stimuli. To this end, we investigate how to properly generate stimuli for
efficiently checking the correctness of a quantum circuit. More precisely, we
introduce, illustrate, and analyze three schemes for quantum stimuli
generation---offering a trade-off between the error detection rate (as well as
the required number of stimuli) and efficiency. In contrast to the verification
in the classical realm, we show (both, theoretically and empirically) that even
if only a few randomly-chosen stimuli (generated from the proposed schemes) are
considered, high error detection rates can be achieved for quantum circuits.
The results of these conceptual and theoretical considerations have also been
empirically confirmed---with a grand total of approximately $10^6$ simulations
conducted across 50 000 benchmark instances.",quant-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2011.05699v3,"Quantumness and thermodynamic uncertainty relation of finite-time Otto
  cycle",2020-11-11,Hawoong Jeong,"To reveal the role of the quantumness in the Otto cycle and to discuss the
validity of the thermodynamic uncertainty relation (TUR) in the cycle, we study
the quantum Otto cycle and its classical counterpart. In particular, we
calculate exactly the mean values and relative error of thermodynamic
quantities. In the quasistatic limit, quantumness reduces the productivity and
precision of the Otto cycle compared to that in the absence of quantumness,
whereas in the finite-time mode, it can increase the cycle's productivity and
precision. Interestingly, as the strength (heat conductance) between the system
and the bath increases, the precision of the quantum Otto cycle overtakes that
of the classical one. Testing the conventional TUR of the Otto cycle, in the
region where the entropy production is large enough, we find a tighter bound
than that of the conventional TUR. However, in the finite-time mode, both
quantum and classical Otto cycles violate the conventional TUR in the region
where the entropy production is small. This implies that another modified TUR
is required to cover the finite-time Otto cycle. Finally, we discuss the
possible origin of this violation in terms of the uncertainty products of the
thermodynamic quantities and the relative error near resonance conditions.",quant-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2011.05726v1,Heat generation due to the Anderson catastrophe in mesoscopic devices,2020-11-11,V. M. Vinokur,"Anderson's orthogonality catastrophe (AOC) theorem establishes that the
ground state of the many-body fermion system is asymptotically orthogonal to
the ground state of the same system perturbed by a scattering potential, so
that the overlap between the original and new ground states decays to zero with
the system size. We adopt the AOC for a description of heat production in a
complementary metal-oxide-semiconductor (CMOS) transistor. We find that the
heat released in the transistor comprises two distinct components, contribution
from the dissipation accompanying electron transmission under the applied
voltage and purely quantum-mechanical AOC part due to the change in scattering
matrix for electrons upon switching between high and low conductance regimes.
We calculate the AOC-induced heat production, which we call switching heat.",cond-mat.mes-hall,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2011.05974v4,"Beyond the Fröhlich Hamiltonian: Path integral treatment of large
  polarons in anharmonic solids",2020-11-06,Jacques Tempere,"The properties of an electron in a typical solid are modified by the
interaction with the crystal ions, leading to the formation of a quasiparticle:
the polaron. Such polarons are often described using the Fr\""ohlich
Hamiltonian, which assumes the underlying lattice phonons to be harmonic.
However, this approximation is invalid in several interesting materials,
including the recently discovered high-pressure hydrides which superconduct at
temperatures above $200$K. In this paper, we show that Fr\""ohlich theory can be
extended to eliminate this problem. We derive four additional terms in the
Fr\""ohlich Hamiltonian to account for anharmonicity up to third order. We
calculate the energy and effective mass of the new polaron, using both
perturbation theory and Feynman's path integral formalism. It is shown that the
anharmonic terms lead to significant additional trapping of the electron. The
derived Hamiltonian is well-suited for analytical calculations, due to its
simplicity and since the number of model parameters is low. Since it is a
direct extension of the Fr\""ohlich Hamiltonian, it can readily be used to
investigate the effect of anharmonicity on other polaron properties, such as
the optical conductivity and the formation of bipolarons.",cond-mat.supr-con,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2011.01643v2,Entangled state generation via quantum walks with multiple coins,2020-11-03,Yun Shang,"Generation of entangled state is of paramount importance both from quantum
theoretical foundation and technology applications. Entanglement swapping
provides an efficient method to generate entanglement in quantum communication
protocols. However, perfect Bell measurements for qudits, the key to
entanglement swapping, have been proven impossible to achieve by using only
linear elements and particle detectors. To avoid this bottleneck, we propose a
novel scheme to generate entangled state including two-qubit entangled state,
two-qudit entangled state, three-qubit GHZ state and three-qudit GHZ state
between several designate parties via the model of quantum walks with multiple
coins. Then we conduct experimental realization of Bell state and three-qubit
GHZ state between several designate parties on IBM quantum platform and the
result has high fidelity by preforming quantum tomography. In the end, we give
a practical application of our scheme in multiparty quantum secret sharing.",quant-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2010.14962v1,Simulation of Quantum Computing on Classical Supercomputers,2020-10-28,Zhi-Qiang Wei,"Simulation of quantum computing on supercomputers is a significant research
topic, which plays a vital role in quantum algorithm verification,
error-tolerant verification and other applications. Tensor network contraction
based on density matrix is an important single-amplitude simulation strategy,
but it is hard to execute on the distributed computing systems currently. In
this paper, we dive deep into this problem, and propose a scheme based on
cutting edges of undirected graphs. This scheme cuts edges of undirected graphs
with large tree width to obtain many undirected subgraphs with small tree
width, and these subgraphs contracted on different computing cores. The
contraction results of slave cores are summarized in the master node, which is
consistent with the original tensor network contraction. Thus, we can simulate
the larger scale quantum circuit than single core. Moreover, it's an NP-hard
problem to find the global optimum cutting edges, and we propose a search
strategy based on a heuristic algorithm to approach it. In order to verify the
effectiveness of our scheme, we conduct tests based on QAOA algorithm, and it
can simulate 120-qubit 3-regular QAOA algorithm on 4096-core supercomputer,
which greatly exceeds the simulation scale on a single core of 100-qubit.",quant-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2010.13186v2,A Unified Framework for Quantum Supervised Learning,2020-10-25,Tzu-Chieh Wei,"Quantum machine learning is an emerging field that combines machine learning
with advances in quantum technologies. Many works have suggested great
possibilities of using near-term quantum hardware in supervised learning.
Motivated by these developments, we present an embedding-based framework for
supervised learning with trainable quantum circuits. We introduce both explicit
and implicit approaches. The aim of these approaches is to map data from
different classes to separated locations in the Hilbert space via the quantum
feature map. We will show that the implicit approach is a generalization of a
recently introduced strategy, so-called \textit{quantum metric learning}. In
particular, with the implicit approach, the number of separated classes (or
their labels) in supervised learning problems can be arbitrarily high with
respect to the number of given qubits, which surpasses the capacity of some
current quantum machine learning models. Compared to the explicit method, this
implicit approach exhibits certain advantages over small training sizes.
Furthermore, we establish an intrinsic connection between the explicit approach
and other quantum supervised learning models. Combined with the implicit
approach, this connection provides a unified framework for quantum supervised
learning. The utility of our framework is demonstrated by performing both
noise-free and noisy numerical simulations. Moreover, we have conducted
classification testing with both implicit and explicit approaches using several
IBM Q devices.",quant-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2010.08621v4,"Insights on magnon topology and valley-polarization in 2D bilayer
  quantum magnets",2020-10-16,Doried Ghader,"The rich and unconventional physics in layered 2D magnets can open new
avenues for topological magnonics and magnon valleytronics. In particular,
two-dimensional (2D) bilayer quantum magnets are gaining increasing attention
due to their intriguing stacking-dependent magnetism, controllable ground
states, and topological excitations induced by magnetic spin-orbit couplings
(SOCs). Despite the substantial research on these materials, their topological
features remain widely unexplored to date. The present study comprehensively
investigates the magnon topology and magnon valley-polarization in honeycomb
bilayers with collinear magnetic order. We elucidate the separate and combined
effects of the SOC, magnetic ground-states, stacking order, and inversion
symmetry breaking on the topological phases, magnon valley transport, and the
Hall and Nernst effects. The comprehensive analysis suggests clues to determine
the SOC's nature and predicts unconventional Hall and Nernst conductivities in
topologically trivial phases. We further report on novel bandgap closures in
layered antiferromagnets and detail their topological implications. We believe
the present study provides important insights into the fundamental physics and
technological potentials of topological 2D magnons.",cond-mat.mes-hall,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2010.07815v2,Experimental vulnerability analysis of QKD based on attack ratings,2020-10-15,Romain Alléaume,"Inspired by the methodology used for classical cryptographic hardware, we
consider the use of attack ratings in the context of QKD security evaluation.
To illustrate the relevance of this approach, we conduct an experimental
vulnerability assessment of CV-QKD against saturation attacks, for two
different attack strategies. The first strategy relies on inducing detector
saturation by performing a large coherent displacement. This strategy is
experimentally challenging and therefore translates into a high attack rating.
We also propose and experimentally demonstrate a second attack strategy that
simply consists in saturating the detector with an external laser. The low
rating we obtain indicates that this attack constitutes a primary threat for
practical CV-QKD systems. These results highlight the benefits of combining
theoretical security considerations with vulnerability analysis based on attack
ratings, in order to guide the design and engineering of practical QKD systems
towards the highest possible security standards.",quant-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2009.11864v1,Dynamical control of the conductivity of an atomic Josephson junction,2020-09-24,Ludwig Mathey,"We propose to dynamically control the conductivity of a Josephson junction
composed of two weakly coupled one dimensional condensates of ultracold atoms.
A current is induced by a periodically modulated potential difference between
the condensates, giving access to the conductivity of the junction. By using
parametric driving of the tunneling energy, we demonstrate that the
low-frequency conductivity of the junction can be enhanced or suppressed,
depending on the choice of the driving frequency. The experimental realization
of this proposal provides a quantum simulation of optically enhanced
superconductivity in pump-probe experiments of high temperature
superconductors.",cond-mat.quant-gas,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2009.10001v3,Time-reversal symmetry breaking in a square lattice,2020-09-21,Jose Reslen,"The bulk conductivity of a two-dimensional system is studied assuming that
quantum interference effects break time-reversal symmetry in the presence of
strong spin-orbit interaction and strong lattice potential. The study is
carried out by direct diagonalization in order to explore the
nonlinear-response regime. The system displays a quantized conductivity that
depends on the intensity of the electric field and under specific conditions
the conductivity limit at zero electric field shows a nonvanishing value.",quant-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2009.08259v3,"On quantum Hall effect, Kosterlitz-Thouless phase transition, Dirac
  magnetic monopole, and Bohr-Sommerfeld quantization",2020-09-16,Roland E. S. Otadoy,"We addressed quantization phenomena in transport and vortex/precession-motion
of low-dimensional systems, stationary quantization of confined motion in phase
space due to oscillatory dynamics or compacti fication of space and time for
steady-state systems (e.g., particle in a box or torus, Brillouin zone, and
Matsubara time zone or Matsubara quantized frequencies), and the quantization
of sources. We discuss how the self-consistent Bohr-Sommerfeld quantization
condition permeates the relationships between the quantization of integer Hall
effect, fractional quantum Hall effect, the Berezenskii-Kosterlitz-Thouless
vortex quantization, the Dirac magnetic monopole, the Haldane phase, contact
resistance in closed mesoscopic circuits of quantum physics, and in the
monodromy (holonomy) of completely integrable Hamiltonian systems of quantum
geometry. In quantum transport of open systems, quantization occurs in
fundamental units of quantum conductance, other closed systems in quantum units
dictated by Planck's constant, and for sources in units of discrete vortex
charge and Dirac magnetic monopole charge. The thesis of the paper is that if
we simply cast the B-S quantization condition as a U(1) gauge theory, like the
gauge field of the topological quantum field theory (TQFT) via the Chern-Simons
gauge theory, or specifically as in topological band theory (TBT) of condensed
matter physics in terms of Berry connection and curvature to make it
self-consistent, then all the quantization method in all the physical phenomena
treated in this paper are unified.",cond-mat.mes-hall,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2009.01645v1,"A Personal History of the Hastings-Michalakis Proof of Hall Conductance
  Quantization",2020-09-03,M. B. Hastings,"This is a personal history of the Hastings-Michalakis proof of quantum Hall
conductance quantization.",physics.hist-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2009.00094v2,Transport and localization of light inside a dye-filled microcavity,2020-08-31,Florian Mintert,"The driven-dissipative nature of light-matter interaction inside a multimode,
dye-filled microcavity makes it an ideal system to study nonequilibrium
phenomena, such as transport. In this work, we investigate how light is
efficiently transported inside such a microcavity, mediated by incoherent
absorption and emission processes. In particular, we show that there exist two
distinct regimes of transport, viz. conductive and localized, arising from the
complex interplay between the thermalizing effect of the dye molecules and the
nonequilibrium influence of driving and loss. The propagation of light in the
conductive regime occurs when several localized cavity modes undergo dynamical
phase transitions to a condensed, or lasing, state. Further, we observe that
while such transport is robust for weak disorder in the cavity potential,
strong disorder can lead to localization of light even under good thermalizing
conditions. Importantly, the exhibited transport and localization of light is a
manifestation of the nonequilibrium dynamics rather than any coherent
interference in the system.",quant-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2008.07128v5,Improved description of trapped ions as an electro-mechanical system,2020-08-17,Manas Mukherjee,"Trapped ions are among the leading candidates for quantum computing
technologies. Interfacing ion qubits in separate traps and interfacing ion
qubits with superconducting qubits are two of the many challenges to scale up
quantum computers. One approach to overcome both problems is to use a
conducting wire to mediate the Coulomb interaction between ions in different
traps, or between ions and superconducting qubits. To this end, a trapped
charged particle inducing charge on a conductor has long been modeled as a
system of equivalent lumped element electronic components. Careful
consideration reveals two assumptions in the derivation of this model which are
unjustified in many situations of interest. We identify these assumptions and
explain their implications. In addition, we introduce an improved way to use
linear relationships to describe the interaction of trapped ions with nearby
conductors. The new method is based on realistic assumptions and reproduces
results from other works that are not based on the circuit element model. It is
targeted for trouble-shooting experimental designs and allows experiments to
test and compare the accuracy of different theoretical models.",quant-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2008.04879v3,Effects of local decoherence on quantum critical metrology,2020-08-11,Ren-Bao Liu,"The diverging responses to parameter variations of systems at quantum
critical points motivate schemes of quantum metrology that feature
sub-Heisenberg scaling of the sensitivity with the system size (e.g., the
number of particles). This sensitivity enhancement is fundamentally rooted in
the formation of Schr\""odinger cat states, or macroscopic superposition states
at the quantum critical points. The cat states, however, are fragile to
decoherence caused by local noises on individual particles or coupling to local
environments, since the local decoherence of any particle would cause the
collapse of the whole cat state. Therefore, it is unclear whether the
sub-Heisenberg scaling of quantum critical metrology is robust against the
local decoherence. Here we study the effects of local decoherence on the
quantum critical metrology, using a one-dimensional transverse-field Ising
model as a representative example. Based on a previous work [Phys. Rev. Lett.
94, 047201 (2005)] on the critical behaviors of the noisy Ising model, which
shows that the universality class of the quantum criticality is modified by the
decoherence, we find that the standard quantum limit is recovered by the
single-particle decoherence, which is equivalent to local quantum measurement
conducted by the environment and destroys the many-body entanglement in the
ground state at the quantum critical point. Following the renormalization group
analysis [Phys. Rev. B 69, 054426 (2004)], we argue that the noise effects on
quantum critical metrology should be universal. This works demonstrates the
importance of protecting macroscopic quantum coherence for quantum sensing
based on critical behaviors.",quant-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2008.03874v2,"Assessing three closed-loop learning algorithms by searching for
  high-quality quantum control pulses",2020-08-10,Herschel Rabitz,"Designing a high-quality control is crucial for reliable quantum computation.
Among the existing approaches, closed-loop leaning control is an effective
choice. Its efficiency depends on the learning algorithm employed, thus
deserving algorithmic comparisons for its practical applications. Here, we
assess three representative learning algorithms, including GRadient Ascent
Pulse Engineering (GRAPE), improved Nelder-Mead (NMplus) and Differential
Evolution (DE), by searching for high-quality control pulses to prepare the
Bell state. We first implement each algorithm experimentally in a nuclear
magnetic resonance system and then conduct a numerical study considering the
impact of some possible significant experimental uncertainties. The experiments
report the successful preparation of the high-fidelity target state with
different convergence speeds by the three algorithms, and these results
coincide with the numerical simulations when potential uncertainties are
negligible. However, under certain significant uncertainties, these algorithms
possess distinct performance with respect to their resulting precision and
efficiency. This study provides insight to aid in the practical application of
different closed-loop learning algorithms in realistic physical scenarios.",quant-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2008.02284v1,The Quantum Skin Hall Effect,2020-08-05,Taylor L. Hughes,"The skin effect, which is unique to non-Hermitian systems, can generate an
extensive number of eigenstates localized near the boundary in an open
geometry. Here we propose that in 2D and 3D other quantities besides charge
density are susceptible to the skin effect. We show that 2D and 3D models that
are a hybrid between topological insulators and skin-effect systems can have a
topological skin effect where an extensive number of topological modes, and the
corresponding bulk topological invariant, are pinned to the surface. A key
example, which we call the quantum skin Hall effect is constructed from layers
of Chern insulators and exhibits an extensive Hall conductance and number of
chiral modes bound to surfaces normal to the stack of layers. The same
procedure is further extended to other symmetry classes to illustrate that a
variety of 1D and 2D topological invariants ($\mathbb{Z}$ or $\mathbb{Z}_2)$
are subject to the skin effect. Indeed, we also propose a hybrid 2D system that
exhibits an extensive number of topological corner modes and may be more easily
realized in meta-material experiments.",cond-mat.mes-hall,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2008.01275v2,The Non-Equilibrium Green Function (NEGF) Method,2020-08-04,Supriyo Datta,"The Non-Equilibrium Green Function (NEGF) method was established in the
1960's through the classic work of Schwinger, Kadanoff, Baym, Keldysh and
others using many-body perturbation theory (MBPT) and the diagrammatic theory
for non-equilibrium processes. Much of the literature is based on the original
MBPT-based approach and this makes it inaccessible to those unfamiliar with
advanced quantum statistical mechanics. We obtain the NEGF equations directly
from a one-electron Schr\""odinger equation using relatively elementary
arguments. These equations have been used to discuss many problems of great
interest such as quantized conductance, (integer) quantum Hall effect, Anderson
localization, resonant tunneling and spin transport without a systematic
treatment of many-body effects. But it goes beyond purely coherent transport
allowing us to include phase-breaking interactions (both momentum-relaxing and
momentum-conserving as well as spin-conserving and spin-relaxing) within a
self-consistent Born approximation. We believe that the scope and utility of
the NEGF equations transcend the MBPT-based approach originally used to derive
it. NEGF teaches us how to combine quantum dynamics with ""contacts"" much as
Boltzmann taught us how to combine classical dynamics with ""contacts"", using
the word contacts in a broad, figurative sense to denote all kinds of
entropy-driven processes. We believe that this approach to ""contact-ing"" the
Schr\""odinger equation should be of broad interest to anyone working on device
physics or non-equilibrium statistical mechanics in general.",cond-mat.mes-hall,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2007.14481v1,"Quantum theory of flicker noise: the 1/f law as a lower bound on the
  voltage power spectrum",2020-07-28,Kirill A. Kazakov,"An approach to the problem of 1/f voltage noise observed in all conducting
media is developed based on an uncertainty relation for the Fourier-transformed
signal. It is shown that the quantum indeterminacy caused by non-commutativity
of observables at different times sets a lower bound on the power spectrum of
voltage fluctuations. Using the Schwinger-Keldysh method, this bound is
calculated explicitly in the case of unpolarized free-like charge carriers, and
is found to have a 1/f low-frequency asymptotic. It is demonstrated also that
account of the charge carrier interaction with phonons results in a shift of
the frequency exponent from unity. A comparison with the experimental data on
1/f noise in InGaAs quantum wells and high-temperature superconductors is made
which shows that the observed noise levels are only a few times as high as the
bound established.",quant-ph,cat:quant-ph,all:super%20conducting
