URL,Title,Published,Author,Abstract,Atom Category,Filtered Category,Search Term
http://arxiv.org/abs/2004.00664v1,"Is superorbital modulation in SMC X-1 caused by absorption in warped
  precessing accretion disc?",2020-04-01,Biswajit Paul,"We present a broadband spectral-timing analysis of SMC X-1 at different
intensity states of its super-orbital variation using 10 Suzaku and 6 NuSTAR
observations. The spectrum in all the states can be described by an absorbed
powerlaw with a high energy cutoff and a black-body component along with an
iron emission line. Compared to other supergiant HMXBs, the Fe K$\alpha$ line
equivalent width is low in SMC X-1 - from less than 10 eV in high state to up
to $\sim$ 270 eV in the low states. The spectral shape is dependent on flux
with the hard X-ray spectrum steepening with increasing flux. We also report a
highly variable normalisation of the power-law component across these 16
super-orbital states. Pulsations in the hard X-rays for both the instruments
were detected in all but two observations. The pulse profiles are near
sinusoidal with two peaks and the relative intensity of the second peak
decreasing with decreasing luminosity. These findings suggest that the
super-orbital modulation in SMC X-1 is not caused by absorption in precessing
warped accretion disc alone and there are intrinsic changes in X-rays emanating
from the neutron star at different super-orbital states. We also note a
putative cyclotron line at $\sim$ 50 keV in the \nustar~spectra of three bright
states indicating a possible magnetic field of $\sim$ 4.2 $\times$ 10$^{12}$ G.
Finally, with the new pulse period measurements reported here, the time base
for the secular spin-up of SMC X-1 is increased by thirteen years and the
complete pulse period history shows a sudden change in the spin-up trend around
1995.",astro-ph.HE,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.13995v2,"Geometrical framework for picture changing operators in the pure spinor
  formalism",2020-03-31,Dennis Zavaleta,"It is well known in NSR string theory, that vertex operators can be
constructed in various ``pictures''. Recently this was discussed in the context
of pure spinor formalism. NSR picture changing operators have an elegant
super-geometrical interpretation. In this paper we provide a generalization of
this super-geometrical construction, which is also applicable to the pure
spinor formalism.",hep-th,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.13683v3,DHP: Differentiable Meta Pruning via HyperNetworks,2020-03-30,Radu Timofte,"Network pruning has been the driving force for the acceleration of neural
networks and the alleviation of model storage/transmission burden. With the
advent of AutoML and neural architecture search (NAS), pruning has become
topical with automatic mechanism and searching based architecture optimization.
Yet, current automatic designs rely on either reinforcement learning or
evolutionary algorithm. Due to the non-differentiability of those algorithms,
the pruning algorithm needs a long searching stage before reaching the
convergence.
  To circumvent this problem, this paper introduces a differentiable pruning
method via hypernetworks for automatic network pruning. The specifically
designed hypernetworks take latent vectors as input and generate the weight
parameters of the backbone network. The latent vectors control the output
channels of the convolutional layers in the backbone network and act as a
handle for the pruning of the layers. By enforcing $\ell_1$ sparsity
regularization to the latent vectors and utilizing proximal gradient solver,
sparse latent vectors can be obtained. Passing the sparsified latent vectors
through the hypernetworks, the corresponding slices of the generated weight
parameters can be removed, achieving the effect of network pruning. The latent
vectors of all the layers are pruned together, resulting in an automatic layer
configuration. Extensive experiments are conducted on various networks for
image classification, single image super-resolution, and denoising. And the
experimental results validate the proposed method.",cs.CV,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.13170v1,Space-Time-Aware Multi-Resolution Video Enhancement,2020-03-30,Norimichi Ukita,"We consider the problem of space-time super-resolution (ST-SR): increasing
spatial resolution of video frames and simultaneously interpolating frames to
increase the frame rate. Modern approaches handle these axes one at a time. In
contrast, our proposed model called STARnet super-resolves jointly in space and
time. This allows us to leverage mutually informative relationships between
time and space: higher resolution can provide more detailed information about
motion, and higher frame-rate can provide better pixel alignment. The
components of our model that generate latent low- and high-resolution
representations during ST-SR can be used to finetune a specialized mechanism
for just spatial or just temporal super-resolution. Experimental results
demonstrate that STARnet improves the performances of space-time, spatial, and
temporal video super-resolution by substantial margins on publicly available
datasets.",cs.CV,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.13507v1,"Universal quantum transport and impurity band super metallicity in
  self-similar graphene carpets",2020-03-30,Didier Mayou,"Fractals, a fascinating mathematical concept made popular in the eighties,
remained for decades a beautiful scientific curiosity mainly. With the
tremendous advances in nanofabrication techniques, such as nanolithography, it
has become possible to design self-similar materials with fine structures down
to nanometer scale. Here, we investigate the effects of self similarity on
quantum electronic transport in graphene Sierpinski carpets. We find that a gap
opens up in the electron spectrum in the middle of which lies a flat band of
zeros energy modes. Although these states have a zero velocity, a supermetallic
phase is found at the neutrality point. For Fermi energy located in the
valence/conduction band and in the presence of a small inelastic scattering the
system stays metallic and the transport is found strongly anisotropic.",cond-mat.mes-hall,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.13081v1,Structure-Preserving Super Resolution with Gradient Guidance,2020-03-29,Jie Zhou,"Structures matter in single image super resolution (SISR). Recent studies
benefiting from generative adversarial network (GAN) have promoted the
development of SISR by recovering photo-realistic images. However, there are
always undesired structural distortions in the recovered images. In this paper,
we propose a structure-preserving super resolution method to alleviate the
above issue while maintaining the merits of GAN-based methods to generate
perceptual-pleasant details. Specifically, we exploit gradient maps of images
to guide the recovery in two aspects. On the one hand, we restore
high-resolution gradient maps by a gradient branch to provide additional
structure priors for the SR process. On the other hand, we propose a gradient
loss which imposes a second-order restriction on the super-resolved images.
Along with the previous image-space loss functions, the gradient-space
objectives help generative networks concentrate more on geometric structures.
Moreover, our method is model-agnostic, which can be potentially used for
off-the-shelf SR networks. Experimental results show that we achieve the best
PI and LPIPS performance and meanwhile comparable PSNR and SSIM compared with
state-of-the-art perceptual-driven SR methods. Visual results demonstrate our
superiority in restoring structures while generating natural SR images.",eess.IV,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.13063v1,"Deep Face Super-Resolution with Iterative Collaboration between
  Attentive Recovery and Landmark Estimation",2020-03-29,Jie Zhou,"Recent works based on deep learning and facial priors have succeeded in
super-resolving severely degraded facial images. However, the prior knowledge
is not fully exploited in existing methods, since facial priors such as
landmark and component maps are always estimated by low-resolution or coarsely
super-resolved images, which may be inaccurate and thus affect the recovery
performance. In this paper, we propose a deep face super-resolution (FSR)
method with iterative collaboration between two recurrent networks which focus
on facial image recovery and landmark estimation respectively. In each
recurrent step, the recovery branch utilizes the prior knowledge of landmarks
to yield higher-quality images which facilitate more accurate landmark
estimation in turn. Therefore, the iterative information interaction between
two processes boosts the performance of each other progressively. Moreover, a
new attentive fusion module is designed to strengthen the guidance of landmark
maps, where facial components are generated individually and aggregated
attentively for better restoration. Quantitative and qualitative experimental
results show the proposed method significantly outperforms state-of-the-art FSR
methods in recovering high-quality face images.",cs.CV,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.12627v2,"Reducing Magnetic Resonance Image Spacing by Learning Without
  Ground-Truth",2020-03-27,Qian Wang,"High-quality magnetic resonance (MR) image, i.e., with near isotropic voxel
spacing, is desirable in various scenarios of medical image analysis. However,
many MR acquisitions use large inter-slice spacing in clinical practice. In
this work, we propose a novel deep-learning-based super-resolution algorithm to
generate high-resolution (HR) MR images with small slice spacing from
low-resolution (LR) inputs of large slice spacing. Notice that most existing
deep-learning-based methods need paired LR and HR images to supervise the
training, but in clinical scenarios, usually no HR images will be acquired.
Therefore, our unique goal herein is to design and train the super-resolution
network with no real HR ground-truth. Specifically, two training stages are
used in our method. First, HR images of reduced slice spacing are synthesized
from real LR images using variational auto-encoder (VAE). Although these
synthesized HR images are as realistic as possible, they may still suffer from
unexpected morphing induced by VAE, implying that the synthesized HR images
cannot be paired with the real LR images in terms of anatomical structure
details. In the second stage, we degrade the synthesized HR images to generate
corresponding LR images and train a super-resolution network based on these
synthesized HR and degraded LR pairs. The underlying mechanism is that such a
super-resolution network is less vulnerable to anatomical variability.
Experiments on knee MR images successfully demonstrate the effectiveness of our
proposed solution to reduce the slice spacing for better rendering.",eess.IV,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.12557v2,"Heat and charge transport in H$_2$O at ice-giant conditions from ab
  initio molecular dynamics simulations",2020-03-27,Stefano Baroni,"The impact of the inner structure and thermal history of planets on their
observable features, such as luminosity or magnetic field, crucially depends on
the poorly known heat and charge transport properties of their internal layers.
The thermal and electric conductivities of different phases of water (liquid,
solid, and super-ionic) occurring in the interior of ice giant planets, such as
Uranus or Neptune, are evaluated from equilibrium ab initio molecular dynamics,
leveraging recent progresses in the theory and data analysis of transport in
extended systems. The implications of our findings on the evolution models of
the ice giants are briefly discussed",cond-mat.mtrl-sci,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.11798v1,"The method of super-solutions in Hardy and Rellich type inequalities in
  the $L^2$ setting: an overview of well-known results and short proofs",2020-03-26,Cristian Cazacu,"In this survey we give a compact presentation of well-known functional
inequalities of Hardy and Rellich type in the $L^2$ setting. In addition, we
give some insights of their proofs by using standard and basic tools such as
the method of super-solutions.",math.AP,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.10737v1,"UAVs as a Service: Boosting Edge Intelligence for Air-Ground Integrated
  Networks",2020-03-24,Guihai Chen,"The air-ground integrated network is a key component of future sixth
generation (6G) networks to support seamless and near-instant
super-connectivity. There is a pressing need to intelligently provision various
services in 6G networks, which however is challenging. To meet this need, in
this article, we propose a novel architecture called UaaS (UAVs as a Service)
for the air-ground integrated network, featuring UAV as a key enabler to boost
edge intelligence with the help of machine learning (ML) techniques. We
envision that the proposed UaaS architecture could intelligently provision
wireless communication service, edge computing service, and edge caching
service by a network of UAVs, making full use of UAVs' flexible deployment and
diverse ML techniques. We also conduct a case study where UAVs participate in
the model training of distributed ML among multiple terrestrial users, whose
result shows that the model training is efficient with a negligible energy
consumption of UAVs, compared to the flight energy consumption. Finally, we
discuss the challenges and open research issues in the UaaS.",cs.NI,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.10569v1,"Universal conductivity dependence of pure water polyelectrolyte
  solutions",2020-03-23,Damir~Vurnek,"In order to understand how live matter functions one needs to understand the
interaction between polyelectrolytes. We discover a general dependence of
polyelectrolyte conductivity valid in at least nine decades of polyelectrolyte
concentration spanning dilute and semidilute pure water solutions. Furthermore,
we showed that current state of the art theories can not explain
polyelectrolyte conductivity and suggest the path in transport theories which
needs to be taken in order to explain polyelectrolyte conductivity.",cond-mat.soft,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.10448v1,"Circular Wilson loop in N=2* super Yang-Mills theory at two loops and
  localization",2020-03-23,G. P. Korchemsky,"We present a two-loop calculation of the supersymmetric circular Wilson loop
in the N=2* super Yang-Mills theory on the four-sphere. We develop an efficient
framework for computing contributing Feynman graphs that relies on using the
embedding coordinates combined with the Mellin-Barnes techniques for
propagator-like integrals on the sphere. Our results exactly match predictions
of supersymmetric localization providing a nontrivial consistency check for the
latter in non-conformal settings.",hep-th,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.09321v1,"Stability of the Inverse Problem for Dini Continuous Conductivities in
  the Plane",2020-03-20,Bindu K Veetel,"We show that the inverse problem of Calderon for conductivities in a
two-dimensional Lipschitz domain is stable in a class of conductivities that
are Dini continuous. This extends previous stability results when the
conductivities are known to be Holder continuous.",math.AP,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.08539v1,"Stereo Endoscopic Image Super-Resolution Using Disparity-Constrained
  Parallel Attention",2020-03-19,Jie Yang,"With the popularity of stereo cameras in computer assisted surgery
techniques, a second viewpoint would provide additional information in surgery.
However, how to effectively access and use stereo information for the
super-resolution (SR) purpose is often a challenge. In this paper, we propose a
disparity-constrained stereo super-resolution network (DCSSRnet) to
simultaneously compute a super-resolved image in a stereo image pair. In
particular, we incorporate a disparity-based constraint mechanism into the
generation of SR images in a deep neural network framework with an additional
atrous parallax-attention modules. Experiment results on laparoscopic images
demonstrate that the proposed framework outperforms current SR methods on both
quantitative and qualitative evaluations. Our DCSSRnet provides a promising
solution on enhancing spatial resolution of stereo image pairs, which will be
extremely beneficial for the endoscopic surgery.",eess.IV,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.09036v1,"Computational Design of Stable and Highly Ion-conductive Materials using
  Multi-objective Bayesian Optimization: Case Studies on Diffusion of Oxygen
  and Lithium",2020-03-19,Kazuki Shitara,"Ion-conducting solid electrolytes are widely used for a variety of purposes.
Therefore, designing highly ion-conductive materials is in strongly demand.
Because of advancement in computers and enhancement of computational codes,
theoretical simulations have become effective tools for investigating the
performance of ion-conductive materials. However, an exhaustive search
conducted by theoretical computations can be prohibitively expensive. Further,
for practical applications, both dynamic conductivity as well as static
stability must be satisfied at the same time. Therefore, we propose a
computational framework that simultaneously optimizes dynamic conductivity and
static stability; this is achieved by combining theoretical calculations and
the Bayesian multi-objective optimization that is based on the Pareto
hyper-volume criterion. Our framework iteratively selects the candidate
material, which maximizes the expected increase in the Pareto hyper-volume
criterion; this is a standard optimality criterion of multi-objective
optimization. Through two case studies on oxygen and lithium diffusions, we
show that ion-conductive materials with high dynamic conductivity and static
stability can be efficiently identified by our framework.",physics.comp-ph,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.08342v1,Bootstrap Bias Corrected Cross Validation applied to Super Learning,2020-03-18,Witold R. Rudnicki,"Super learner algorithm can be applied to combine results of multiple base
learners to improve quality of predictions. The default method for verification
of super learner results is by nested cross validation. It has been proposed by
Tsamardinos et al., that nested cross validation can be replaced by resampling
for tuning hyper-parameters of the learning algorithms. We apply this idea to
verification of super learner and compare with other verification methods,
including nested cross validation. Tests were performed on artificial data sets
of diverse size and on seven real, biomedical data sets. The resampling method,
called Bootstrap Bias Correction, proved to be a reasonably precise and very
cost-efficient alternative for nested cross validation.",cs.LG,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.08127v1,"Electronic transport and magnetism in the alternating stack of metallic
  and highly frustrated magnetic layers in Co$_{1/3}$NbS$_2$",2020-03-18,Eduard Tutiš,"Co$_{1/3}$NbS$_2$ is the only magnetically intercalated layered transition
metal dichalcogenide (TMD) suggested to experience the complete suppression of
magnetic order under pressure. From elastic neutron scattering we report the
direct evidence for the reduction of the antiferromagnetic ordering temperature
under pressure, up to complete suppression of magnetic order around 1.7 GPa.
The static and ac magnetic susceptibility measurements reveal strong
frustration in the magnetic subsystem, and spin canting responsible for the
appearance of ferromagnetic (FM) component in dominantly antiferromagnetic (AF)
ordered state. The electric transport in directions perpendicular and parallel
to layers is explored for the first time in magnetically intercalated TMDs, in
the wide temperature and pressure ranges. We show that electric transport
reacts differently to magnetic ordering in directions along and perpendicular
to layers, with the in-plane conductivity increasing, and the out-of-plane
conductivity decreasing in the ordered state. At pressures above 3 GPa, we
identify the appearance of the Kondo scattering regime. We use ab-initio
calculations to explore the electronic structure in magnetically ordered state,
the nature of magnetic interactions, and the mechanism responsible for the
changes observed under pressure. The mechanisms of suppression of magnetic
order under pressure are scrutinized in the light of these experimental and
theoretical findings. We conclude that magnetic couplings beyond
nearest-neighbors determine the nature of magnetic ordering. The suppression of
ordering under pressure is ascribed to the pressure-induced shift in balance
between super-exchange and Ruderman-Kittel-Kasuya-Yosida (RKKY) magnetic
couplings, leading to amplified magnetic frustration.",cond-mat.str-el,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.07955v1,"An End-to-end Framework For Low-Resolution Remote Sensing Semantic
  Segmentation",2020-03-17,Jefersson Alex dos Santos,"High-resolution images for remote sensing applications are often not
affordable or accessible, especially when in need of a wide temporal span of
recordings. Given the easy access to low-resolution (LR) images from
satellites, many remote sensing works rely on this type of data. The problem is
that LR images are not appropriate for semantic segmentation, due to the need
for high-quality data for accurate pixel prediction for this task. In this
paper, we propose an end-to-end framework that unites a super-resolution and a
semantic segmentation module in order to produce accurate thematic maps from LR
inputs. It allows the semantic segmentation network to conduct the
reconstruction process, modifying the input image with helpful textures. We
evaluate the framework with three remote sensing datasets. The results show
that the framework is capable of achieving a semantic segmentation performance
close to native high-resolution data, while also surpassing the performance of
a network trained with LR inputs.",cs.CV,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.07737v1,On H-sober spaces and H-sobrifications of $T_0$ spaces,2020-03-16,Xiaoquan Xu,"In this paper, we provide a uniform approach to $d$-spaces, sober spaces and
well-filtered spaces, and develop a general framework for dealing with all
these spaces. For a subset system H, the theory of H-sober spaces and super
H-sober spaces is established, and a direct construction of the H-sobrifcations
and super H-sobrifications of $T_0$ spaces is given. Therefore, the category of
all H-sober spaces is reflective in $\mathbf{Top}_0$, and the category of all
super H-sober spaces is also reflective in $\mathbf{Top}_0$ if H has a natural
property (called property M). It is shown that the H-sobrification preserves
finite products of $T_0$ spaces, and the super H-sobrification preserves finite
products of $T_0$ spaces if H has property M.",math.GN,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.07119v3,"Stochastic Frequency Masking to Improve Super-Resolution and Denoising
  Networks",2020-03-16,Sabine Süsstrunk,"Super-resolution and denoising are ill-posed yet fundamental image
restoration tasks. In blind settings, the degradation kernel or the noise level
are unknown. This makes restoration even more challenging, notably for
learning-based methods, as they tend to overfit to the degradation seen during
training. We present an analysis, in the frequency domain, of
degradation-kernel overfitting in super-resolution and introduce a conditional
learning perspective that extends to both super-resolution and denoising.
Building on our formulation, we propose a stochastic frequency masking of
images used in training to regularize the networks and address the overfitting
problem. Our technique improves state-of-the-art methods on blind
super-resolution with different synthetic kernels, real super-resolution, blind
Gaussian denoising, and real-image denoising.",eess.IV,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.06141v1,"Is There Tradeoff between Spatial and Temporal in Video
  Super-Resolution?",2020-03-13,Zhiwei Xiong,"Recent advances of deep learning lead to great success of image and video
super-resolution (SR) methods that are based on convolutional neural networks
(CNN). For video SR, advanced algorithms have been proposed to exploit the
temporal correlation between low-resolution (LR) video frames, and/or to
super-resolve a frame with multiple LR frames. These methods pursue higher
quality of super-resolved frames, where the quality is usually measured frame
by frame in e.g. PSNR. However, frame-wise quality may not reveal the
consistency between frames. If an algorithm is applied to each frame
independently (which is the case of most previous methods), the algorithm may
cause temporal inconsistency, which can be observed as flickering. It is a
natural requirement to improve both frame-wise fidelity and between-frame
consistency, which are termed spatial quality and temporal quality,
respectively. Then we may ask, is a method optimized for spatial quality also
optimized for temporal quality? Can we optimize the two quality metrics
jointly?",cs.CV,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.06216v2,Pyramidal Edge-maps and Attention based Guided Thermal Super-resolution,2020-03-13,Kaushik Mitra,"Guided super-resolution (GSR) of thermal images using visible range images is
challenging because of the difference in the spectral-range between the images.
This in turn means that there is significant texture-mismatch between the
images, which manifests as blur and ghosting artifacts in the super-resolved
thermal image. To tackle this, we propose a novel algorithm for GSR based on
pyramidal edge-maps extracted from the visible image. Our proposed network has
two sub-networks. The first sub-network super-resolves the low-resolution
thermal image while the second obtains edge-maps from the visible image at a
growing perceptual scale and integrates them into the super-resolution
sub-network with the help of attention-based fusion. Extraction and integration
of multi-level edges allows the super-resolution network to process
texture-to-object level information progressively, enabling more
straightforward identification of overlapping edges between the input images.
Extensive experiments show that our model outperforms the state-of-the-art GSR
methods, both quantitatively and qualitatively.",cs.CV,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.05934v1,"Unified simulations of planetary formation and atmospheric evolution:
  Effects of pebble accretion, giant impacts, and stellar irradiations on
  super-Earth formation",2020-03-12,Yasunori Hori,"A substantial number of super-Earths have been discovered, and atmospheres of
transiting super-Earths have also been observed by transmission spectroscopy.
Several lines of observational evidence indicate that most super-Earths do not
possess massive H$_2$/He atmospheres. However, accretion and retention of less
massive atmospheres on super-Earths challenge planet formation theory. We
consider the following three mechanisms: (i) envelope heating by pebble
accretion, (ii) mass loss during giant impacts, and (iii) atmospheric loss by
stellar X-ray and EUV photoevaporation. We investigate whether these mechanisms
influence the amount of the atmospheres that form around super-Earths. We
develop a code combining an N-body simulation of pebble-driven planetary
formation and an atmospheric evolution simulation. We demonstrate that the
observed orbital properties of super-Earths are well reproduced by the results
of our simulations. However, (i) heating by pebble accretion ceases prior to
disk dispersal, (ii) the frequency of giant impact events is too low to sculpt
massive atmospheres, and (iii) many super-Earths having H$_2$/He atmospheres of
$\gtrsim 10$ wt% survive against stellar irradiations for 1 Gyr. Therefore, it
is likely that other mechanisms such as suppression of gas accretion are
required to explain less massive atmospheres ($\lesssim 10$ wt%) of
super-Earths.",astro-ph.EP,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.05354v2,"Atmospheric compositions and observability of nitrogen dominated
  ultra-short period super-Earths",2020-03-11,Shang-Min Tsai,"We explore the chemistry and observability of nitrogen dominated atmospheres
for ultra-short-period super-Earths. We base the assumption, that super-Earths
could have nitrogen filled atmospheres, on observations of 55 Cnc e that favour
a scenario with a high-mean-molecular-weight atmosphere. We take Titan's
elemental budget as our starting point and using chemical kinetics compute a
large range of possible compositions for a hot super-Earth. We use analytical
temperature profiles and explore a parameter space spanning orders of magnitude
in C/O \& N/O ratios, while always keeping nitrogen the dominant component. We
generate synthetic transmission and emission spectra and assess their potential
observability with the future James Webb Space Telescope and ARIEL. Our results
suggest that HCN is a strong indicator of a high C/O ratio, which is similar to
what is found for H-dominated atmospheres. We find that these worlds are likely
to possess C/O > 1.0, and that HCN, CN, CO should be the primary molecules to
be searched for in thermal emission. For lower temperatures (T < 1500 K), we
additionally find NH3 in high N/O ratio cases, and C2H4, CH4 in low N/O ratio
cases to be strong absorbers. Depletion of hydrogen in such atmospheres would
make CN, CO and NO exceptionally prominent molecules to look for in the 0.6 -
5.0 $\mu$m range. Our models show that the upcoming JWST and ARIEL missions
will be able to distinguish atmospheric compositions of ultra-short period
super-Earths with unprecedented confidence.",astro-ph.EP,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.05340v1,"Existence results for super-Liouville equations on the sphere via
  bifurcation theory",2020-03-11,Ruijun Wu,"We are concerned with super-Liouville equations on the two sphere, which have
variational structure with a strongly-indefinite functional. We prove the
existence of non-trivial solutions by combining the use of Nehari manifolds,
balancing conditions and bifurcation theory.",math.AP,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.05100v5,Affine algebraic super-groups with integral,2020-03-11,Yuta Shimada,"We generalize to the super context, the known fact that if an affine
algebraic group $G$ over a commutative ring $k$ acts freely (in an appropriate
sense) on an affine scheme $X$ over $k$, then the dur sheaf
$X\tilde{\tilde{/}}G$ of $G$-orbits is an affine scheme in the following two
cases: (I) $G$ is finite; (II) $k$ is a field, and $G$ is linearly reductive.
An emphasize is put on the more difficult generalization in the second case;
the replaced assumption then is that an affine algebraic super-group $G$ over
an arbitrary field has an integral. Those super-groups which satisfy the
assumption are characterized, and are seen to form a large class if
$\operatorname{char}k=0$. Hopf-algebraic techniques including bosonization are
applied to prove the results.",math.AG,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.04405v1,The double scaled limit of Super--Symmetric SYK models,2020-03-09,Amir Raz,"We compute the exact density of states and 2-point function of the
$\mathcal{N} =2$ super-symmetric SYK model in the large $N$ double-scaled
limit, by using combinatorial tools that relate the moments of the distribution
to sums over oriented chord diagrams. In particular we show how SUSY is
realized on the (highly degenerate) Hilbert space of chords. We further
calculate analytically the number of ground states of the model in each charge
sector at finite $N$, and compare it to the results from the double-scaled
limit. Our results reduce to the super-Schwarzian action in the low energy
short interaction length limit. They imply that the conformal ansatz of the
2-point function is inconsistent due to the large number of ground states, and
we show how to add this contribution. We also discuss the relation of the model
to $SL_q(2|1)$. For completeness we present an overview of the $\mathcal{N}=1$
super-symmetric SYK model in the large $N$ double-scaled limit.",hep-th,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.03756v4,Perceptual Image Super-Resolution with Progressive Adversarial Network,2020-03-08,Bo Zhang,"Single Image Super-Resolution (SISR) aims to improve resolution of small-size
low-quality image from a single one. With popularity of consumer electronics in
our daily life, this topic has become more and more attractive. In this paper,
we argue that the curse of dimensionality is the underlying reason of limiting
the performance of state-of-the-art algorithms. To address this issue, we
propose Progressive Adversarial Network (PAN) that is capable of coping with
this difficulty for domain-specific image super-resolution. The key principle
of PAN is that we do not apply any distance-based reconstruction errors as the
loss to be optimized, thus free from the restriction of the curse of
dimensionality. To maintain faithful reconstruction precision, we resort to
U-Net and progressive growing of neural architecture. The low-level features in
encoder can be transferred into decoder to enhance textural details with U-Net.
Progressive growing enhances image resolution gradually, thereby preserving
precision of recovered image. Moreover, to obtain high-fidelity outputs, we
leverage the framework of the powerful StyleGAN to perform adversarial
learning. Without the curse of dimensionality, our model can super-resolve
large-size images with remarkable photo-realistic details and few distortions.
Extensive experiments demonstrate the superiority of our algorithm over
state-of-the-arts both quantitatively and qualitatively.",eess.IV,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.03489v1,"Super Resolution Using Segmentation-Prior Self-Attention Generative
  Adversarial Network",2020-03-07,Roland Hu,"Convolutional Neural Network (CNN) is intensively implemented to solve super
resolution (SR) tasks because of its superior performance. However, the problem
of super resolution is still challenging due to the lack of prior knowledge and
small receptive field of CNN. We propose the Segmentation-Piror Self-Attention
Generative Adversarial Network (SPSAGAN) to combine segmentation-priors and
feature attentions into a unified framework. This combination is led by a
carefully designed weighted addition to balance the influence of feature and
segmentation attentions, so that the network can emphasize textures in the same
segmentation category and meanwhile focus on the long-distance feature
relationship. We also propose a lightweight skip connection architecture called
Residual-in-Residual Sparse Block (RRSB) to further improve the
super-resolution performance and save computation. Extensive experiments show
that SPSAGAN can generate more realistic and visually pleasing textures
compared to state-of-the-art SFTGAN and ESRGAN on many SR datasets.",cs.CV,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.02406v7,"Surface-localized transmission eigenstates, super-resolution imaging and
  pseudo surface plasmon modes",2020-03-05,Xianchao Wang,"We present the discovery of a novel and intriguing global geometric structure
of the (interior) transmission eigenfunctions associated with the Helmholtz
system. It is shown in generic scenarios that there always exists a sequence of
transmission eigenfunctions with the corresponding eigenvalues going to
infinity such that those eigenfunctions are localized around the boundary of
the domain. We provide a comprehensive and rigorous justification in the case
within the radial geometry, whereas for the non-radial case, we conduct
extensive numerical experiments to quantitatively verify the localizing
behaviours. The discovery provides a new perspective on wave localization. As
significant applications, we develop a novel inverse scattering scheme that can
produce super-resolution imaging effects and propose a method of generating the
so-called pseudo surface plasmon resonant (PSPR) modes with a potential sensing
application.",math.AP,cat:quant-ph,all:super%20conducting
http://arxiv.org/abs/2003.02489v1,Evolution Of Super-Sonic Downflows In A Sunspot,2020-03-05,M. Mathioudakis,"Super-sonic downflows have been observed in transition region spectra above
numerous sunspots; however, little research has been conducted to date into how
persistent these signatures are within sunspots on time-scales longer than a
few hours. Here, we analyse the lead sunspot of AR 12526 to infer the
properties and evolution of super-sonic downflows occurring within it. Sixteen
large, dense raster scans sampled by IRIS are analysed. These rasters tracked
the lead sunspot of AR 12526 at discrete times between the 27th March 2016 and
the 2nd April 2016. One sit-and-stare observation acquired on the 1st April
2016 is also studied in order to analyse the evolution of super-sonic downflows
on shorter time-scales. Super-sonic downflows are variable within this sunspot
both in terms of spatial structuring and velocities. 13 of the 16 raster scans
display some evidence of super-sonic downflows in the Si IV 1394 {\AA} line
co-spatial to a sustained bright structure detected in the 1400 {\AA} slit-jaw
imaging channel, with a peak velocity of 112 km s^{-1} being recorded on the
29th March 2016. Evidence for super-sonic downflows in the O IV 1401 {\AA} line
was found in 14 of these rasters, with the spatial structuring differing from
that inferred from the Si IV 1394 {\AA} line. In the sit-and-stare data, no
dual flow is initially detected, however, a super-sonic downflow does develop
after 60 minutes. This downflow accelerates from 73 km s^{-1} to close to 80 km
s^{-1} in both the Si IV 1394 {\AA} and O IV 1401 {\AA} lines over the course
of 20 minutes before the end of the observation. The morphology of these
downflows evolved over the course of both hours and days and was often
different in the Si IV 1394 {\AA} and O IV 1401 {\AA} lines. These events were
found co-spatial to a bright region in the core of the Si IV 1394 {\AA} line
which appeared to form at the foot-points of coronal fan loops.",astro-ph.SR,cat:quant-ph,all:super%20conducting
